value_rank,domain,word,length,google_20k_rank,is_google_20k
2513,dudley.ai,dudley,6,14910,yes
2514,clive.ai,clive,5,14917,yes
2515,canary.ai,canary,6,14920,yes
2516,darby.ai,darby,5,14924,yes
2517,clergy.ai,clergy,6,14930,yes
2518,kayak.ai,kayak,5,14933,yes
2519,altar.ai,altar,5,14936,yes
2520,oyster.ai,oyster,6,14953,yes
2521,sturdy.ai,sturdy,6,14954,yes
2522,risen.ai,risen,5,14959,yes
2523,rhino.ai,rhino,5,14962,yes
2524,ruler.ai,ruler,5,14974,yes
2525,piping.ai,piping,6,14982,yes
2526,swept.ai,swept,5,14983,yes
2527,troop.ai,troop,5,14989,yes
2528,arose.ai,arose,5,14990,yes
2529,heroin.ai,heroin,6,15006,yes
2530,hogan.ai,hogan,5,15012,yes
2531,berger.ai,berger,6,15040,yes
2532,parole.ai,parole,6,15042,yes
2533,ninety.ai,ninety,6,15048,yes
2534,flock.ai,flock,5,15058,yes
2535,shave.ai,shave,5,15075,yes
2536,swamp.ai,swamp,5,15092,yes
2537,damned.ai,damned,6,15133,yes
2538,faint.ai,faint,5,15135,yes
2539,fierce.ai,fierce,6,15142,yes
2540,gland.ai,gland,5,15147,yes
2541,stoke.ai,stoke,5,15177,yes
2542,escrow.ai,escrow,6,15188,yes
2543,anthem.ai,anthem,6,15193,yes
2544,jockey.ai,jockey,6,15205,yes
2545,nasal.ai,nasal,5,15234,yes
2546,ranged.ai,ranged,6,15238,yes
2547,spruce.ai,spruce,6,15244,yes
2548,nitro.ai,nitro,5,15250,yes
2549,cortex.ai,cortex,6,15255,yes
2550,loser.ai,loser,5,15262,yes
2551,clover.ai,clover,6,15276,yes
2552,porto.ai,porto,5,15283,yes
2553,jolly.ai,jolly,5,15287,yes
2554,siege.ai,siege,5,15306,yes
2555,enamel.ai,enamel,6,15328,yes
2556,butte.ai,butte,5,15336,yes
2557,bomber.ai,bomber,6,15337,yes
2558,almond.ai,almond,6,15358,yes
2559,chalk.ai,chalk,5,15366,yes
2560,puppet.ai,puppet,6,15375,yes
2561,pillar.ai,pillar,6,15382,yes
2562,mirage.ai,mirage,6,15383,yes
2563,piracy.ai,piracy,6,15394,yes
2564,rowing.ai,rowing,6,15395,yes
2565,siding.ai,siding,6,15396,yes
2566,negro.ai,negro,5,15402,yes
2567,blanca.ai,blanca,6,15403,yes
2568,wrath.ai,wrath,5,15411,yes
2569,grind.ai,grind,5,15427,yes
2570,albeit.ai,albeit,6,15428,yes
2571,clint.ai,clint,5,15431,yes
2572,blitz.ai,blitz,5,15446,yes
2573,rainy.ai,rainy,5,15472,yes
2574,regent.ai,regent,6,15474,yes
2575,misery.ai,misery,6,15487,yes
2576,mailer.ai,mailer,6,15498,yes
2577,unread.ai,unread,6,15504,yes
2578,forged.ai,forged,6,15510,yes
2579,bistro.ai,bistro,6,15511,yes
2580,viola.ai,viola,5,15512,yes
2581,voodoo.ai,voodoo,6,15514,yes
2582,rustic.ai,rustic,6,15519,yes
2583,rumor.ai,rumor,5,15520,yes
2584,rushed.ai,rushed,6,15528,yes
2585,diver.ai,diver,5,15534,yes
2586,dexter.ai,dexter,6,15540,yes
2587,ringer.ai,ringer,6,15542,yes
2588,zipper.ai,zipper,6,15543,yes
2589,blaze.ai,blaze,5,15546,yes
2590,wreck.ai,wreck,5,15547,yes
2591,sammy.ai,sammy,5,15550,yes
2592,brock.ai,brock,5,15568,yes
2593,uptake.ai,uptake,6,15581,yes
2594,geared.ai,geared,6,15583,yes
2595,tycoon.ai,tycoon,6,15591,yes
2596,lawful.ai,lawful,6,15598,yes
2597,tandem.ai,tandem,6,15630,yes
2598,barley.ai,barley,6,15641,yes
2599,potent.ai,potent,6,15642,yes
2600,shoppy.ai,shoppy,6,15649,yes
2601,risky.ai,risky,5,15665,yes
2602,sherry.ai,sherry,6,15683,yes
2603,tulip.ai,tulip,5,15687,yes
2604,madame.ai,madame,6,15688,yes
2605,dalton.ai,dalton,6,15693,yes
2606,tivoli.ai,tivoli,6,15706,yes
2607,owing.ai,owing,5,15715,yes
2608,draper.ai,draper,6,15734,yes
2609,bowman.ai,bowman,6,15737,yes
2610,benny.ai,benny,5,15742,yes
2611,barney.ai,barney,6,15744,yes
2612,eighty.ai,eighty,6,15774,yes
2613,scarce.ai,scarce,6,15777,yes
2614,ropes.ai,ropes,5,15780,yes
2615,plague.ai,plague,6,15784,yes
2616,canine.ai,canine,6,15786,yes
2617,gladly.ai,gladly,6,15787,yes
2618,morse.ai,morse,5,15798,yes
2619,piston.ai,piston,6,15801,yes
2620,topped.ai,topped,6,15808,yes
2621,absorb.ai,absorb,6,15816,yes
2622,ditch.ai,ditch,5,15831,yes
2623,feared.ai,feared,6,15832,yes
2624,slick.ai,slick,5,15835,yes
2625,overly.ai,overly,6,15836,yes
2626,chunk.ai,chunk,5,15846,yes
2627,slept.ai,slept,5,15849,yes
2628,chalet.ai,chalet,6,15855,yes
2629,hopper.ai,hopper,6,15859,yes
2630,filler.ai,filler,6,15874,yes
2631,zenith.ai,zenith,6,15876,yes
2632,tenor.ai,tenor,5,15883,yes
2633,softly.ai,softly,6,15886,yes
2634,scrub.ai,scrub,5,15888,yes
2635,cello.ai,cello,5,15893,yes
2636,occupy.ai,occupy,6,15899,yes
2637,merlin.ai,merlin,6,15910,yes
2638,aiming.ai,aiming,6,15913,yes
2639,beanie.ai,beanie,6,15924,yes
2640,tricky.ai,tricky,6,15928,yes
2641,spaced.ai,spaced,6,15931,yes
2642,topaz.ai,topaz,5,15934,yes
2643,kettle.ai,kettle,6,15959,yes
2644,dusty.ai,dusty,5,15965,yes
2645,patty.ai,patty,5,15966,yes
2646,satire.ai,satire,6,15969,yes
2647,crate.ai,crate,5,15974,yes
2648,humane.ai,humane,6,15979,yes
2649,sworn.ai,sworn,5,15989,yes
2650,twink.ai,twink,5,15990,yes
2651,beech.ai,beech,5,16016,yes
2652,raider.ai,raider,6,16027,yes
2653,rocker.ai,rocker,6,16035,yes
2654,sawyer.ai,sawyer,6,16040,yes
2655,tense.ai,tense,5,16043,yes
2656,invoke.ai,invoke,6,16053,yes
2657,paddle.ai,paddle,6,16059,yes
2658,rooted.ai,rooted,6,16066,yes
2659,finale.ai,finale,6,16073,yes
2660,decal.ai,decal,5,16079,yes
2661,nausea.ai,nausea,6,16081,yes
2662,mover.ai,mover,5,16093,yes
2663,sleepy.ai,sleepy,6,16111,yes
2664,shrine.ai,shrine,6,16116,yes
2665,memoir.ai,memoir,6,16129,yes
2666,waking.ai,waking,6,16143,yes
2667,reflex.ai,reflex,6,16146,yes
2668,ortho.ai,ortho,5,16153,yes
2669,drupal.ai,drupal,6,16162,yes
2670,darts.ai,darts,5,16171,yes
2671,quark.ai,quark,5,16187,yes
2672,sneak.ai,sneak,5,16203,yes
2673,octet.ai,octet,5,16204,yes
2674,creole.ai,creole,6,16220,yes
2675,badger.ai,badger,6,16228,yes
2676,willy.ai,willy,5,16237,yes
2677,tomcat.ai,tomcat,6,16258,yes
2678,tidal.ai,tidal,5,16265,yes
2679,crust.ai,crust,5,16276,yes
2680,dolly.ai,dolly,5,16281,yes
2681,miner.ai,miner,5,16290,yes
2682,sponge.ai,sponge,6,16301,yes
2683,cajun.ai,cajun,5,16302,yes
2684,diner.ai,diner,5,16307,yes
2685,mound.ai,mound,5,16317,yes
2686,snatch.ai,snatch,6,16326,yes
2687,reese.ai,reese,5,16344,yes
2688,hamlet.ai,hamlet,6,16350,yes
2689,grange.ai,grange,6,16362,yes
2690,brandy.ai,brandy,6,16372,yes
2691,scion.ai,scion,5,16375,yes
2692,vortex.ai,vortex,6,16379,yes
2693,bodily.ai,bodily,6,16383,yes
2694,equine.ai,equine,6,16394,yes
2695,proto.ai,proto,5,16397,yes
2696,lizard.ai,lizard,6,16402,yes
2697,regal.ai,regal,5,16412,yes
2698,encode.ai,encode,6,16424,yes
2699,sliced.ai,sliced,6,16431,yes
2700,curly.ai,curly,5,16439,yes
2701,learnt.ai,learnt,6,16450,yes
2702,hound.ai,hound,5,16452,yes
2703,wharf.ai,wharf,5,16462,yes
2704,flick.ai,flick,5,16465,yes
2705,datum.ai,datum,5,16466,yes
2706,maize.ai,maize,5,16482,yes
2707,psalm.ai,psalm,5,16492,yes
2708,talbot.ai,talbot,6,16517,yes
2709,swell.ai,swell,5,16522,yes
2710,ville.ai,ville,5,16524,yes
2711,kosher.ai,kosher,6,16527,yes
2712,mantle.ai,mantle,6,16528,yes
2713,chico.ai,chico,5,16530,yes
2714,irony.ai,irony,5,16532,yes
2715,camper.ai,camper,6,16545,yes
2716,sophia.ai,sophia,6,16558,yes
2717,pastry.ai,pastry,6,16574,yes
2718,levin.ai,levin,5,16576,yes
2719,viper.ai,viper,5,16580,yes
2720,gypsy.ai,gypsy,5,16584,yes
2721,repeal.ai,repeal,6,16588,yes
2722,cyclic.ai,cyclic,6,16595,yes
2723,admire.ai,admire,6,16605,yes
2724,suffix.ai,suffix,6,16619,yes
2725,mister.ai,mister,6,16629,yes
2726,flare.ai,flare,5,16632,yes
2727,wight.ai,wight,5,16634,yes
2728,crank.ai,crank,5,16647,yes
2729,creamy.ai,creamy,6,16653,yes
2730,brace.ai,brace,5,16663,yes
2731,ryder.ai,ryder,5,16670,yes
2732,mayhem.ai,mayhem,6,16672,yes
2733,octave.ai,octave,6,16678,yes
2734,garth.ai,garth,5,16700,yes
2735,paolo.ai,paolo,5,16707,yes
2736,mango.ai,mango,5,16719,yes
2737,polite.ai,polite,6,16723,yes
2738,thigh.ai,thigh,5,16725,yes
2739,paving.ai,paving,6,16727,yes
2740,windy.ai,windy,5,16762,yes
2741,alamo.ai,alamo,5,16768,yes
2742,steer.ai,steer,5,16778,yes
2743,vogue.ai,vogue,5,16780,yes
2744,vodka.ai,vodka,5,16798,yes
2745,jingle.ai,jingle,6,16809,yes
2746,bounty.ai,bounty,6,16810,yes
2747,absurd.ai,absurd,6,16818,yes
2748,embryo.ai,embryo,6,16828,yes
2749,unsafe.ai,unsafe,6,16845,yes
2750,moist.ai,moist,5,16857,yes
2751,append.ai,append,6,16874,yes
2752,motive.ai,motive,6,16875,yes
2753,bethel.ai,bethel,6,16886,yes
2754,faulty.ai,faulty,6,16930,yes
2755,brunch.ai,brunch,6,16936,yes
2756,pundit.ai,pundit,6,16938,yes
2757,expiry.ai,expiry,6,16947,yes
2758,petit.ai,petit,5,16953,yes
2759,inning.ai,inning,6,16956,yes
2760,stall.ai,stall,5,16979,yes
2761,marcel.ai,marcel,6,16986,yes
2762,flores.ai,flores,6,16995,yes
2763,serif.ai,serif,5,16999,yes
2764,scotch.ai,scotch,6,17024,yes
2765,galore.ai,galore,6,17038,yes
2766,utter.ai,utter,5,17054,yes
2767,theirs.ai,theirs,6,17064,yes
2768,cater.ai,cater,5,17070,yes
2769,emblem.ai,emblem,6,17091,yes
2770,sniper.ai,sniper,6,17124,yes
2771,pinch.ai,pinch,5,17127,yes
2772,braces.ai,braces,6,17138,yes
2773,troll.ai,troll,5,17139,yes
2774,filth.ai,filth,5,17148,yes
2775,kraft.ai,kraft,5,17156,yes
2776,crises.ai,crises,6,17178,yes
2777,algae.ai,algae,5,17192,yes
2778,choral.ai,choral,6,17203,yes
2779,edible.ai,edible,6,17214,yes
2780,shady.ai,shady,5,17229,yes
2781,evenly.ai,evenly,6,17231,yes
2782,lionel.ai,lionel,6,17238,yes
2783,erect.ai,erect,5,17242,yes
2784,coyote.ai,coyote,6,17254,yes
2785,pollen.ai,pollen,6,17263,yes
2786,valet.ai,valet,5,17267,yes
2787,cheng.ai,cheng,5,17269,yes
2788,barrow.ai,barrow,6,17278,yes
2789,jihad.ai,jihad,5,17281,yes
2790,excise.ai,excise,6,17290,yes
2791,poetic.ai,poetic,6,17291,yes
2792,mortar.ai,mortar,6,17293,yes
2793,blamed.ai,blamed,6,17295,yes
2794,inmate.ai,inmate,6,17298,yes
2795,septic.ai,septic,6,17306,yes
2796,armada.ai,armada,6,17308,yes
2797,wrench.ai,wrench,6,17309,yes
2798,amelia.ai,amelia,6,17317,yes
2799,sloan.ai,sloan,5,17333,yes
2800,flawed.ai,flawed,6,17335,yes
2801,palma.ai,palma,5,17354,yes
2802,taxis.ai,taxis,5,17361,yes
2803,carton.ai,carton,6,17381,yes
2804,outlaw.ai,outlaw,6,17392,yes
2805,tammy.ai,tammy,5,17393,yes
2806,bovine.ai,bovine,6,17395,yes
2807,madam.ai,madam,5,17403,yes
2808,tights.ai,tights,6,17404,yes
2809,tease.ai,tease,5,17420,yes
2810,motley.ai,motley,6,17421,yes
2811,aroma.ai,aroma,5,17423,yes
2812,punish.ai,punish,6,17439,yes
2813,causal.ai,causal,6,17443,yes
2814,rowan.ai,rowan,5,17446,yes
2815,dwell.ai,dwell,5,17449,yes
2816,hacked.ai,hacked,6,17450,yes
2817,stair.ai,stair,5,17461,yes
2818,classy.ai,classy,6,17469,yes
2819,saline.ai,saline,6,17495,yes
2820,sonny.ai,sonny,5,17496,yes
2821,botany.ai,botany,6,17506,yes
2822,rotor.ai,rotor,5,17508,yes
2823,quart.ai,quart,5,17510,yes
2824,theres.ai,theres,6,17511,yes
2825,bison.ai,bison,5,17512,yes
2826,fungi.ai,fungi,5,17519,yes
2827,dreamy.ai,dreamy,6,17522,yes
2828,greed.ai,greed,5,17531,yes
2829,gasket.ai,gasket,6,17538,yes
2830,lastly.ai,lastly,6,17540,yes
2831,wander.ai,wander,6,17542,yes
2832,micron.ai,micron,6,17554,yes
2833,pantie.ai,pantie,6,17561,yes
2834,covert.ai,covert,6,17563,yes
2835,crater.ai,crater,6,17564,yes
2836,thence.ai,thence,6,17575,yes
2837,bleed.ai,bleed,5,17577,yes
2838,goblet.ai,goblet,6,17589,yes
2839,incur.ai,incur,5,17603,yes
2840,nifty.ai,nifty,5,17616,yes
2841,utmost.ai,utmost,6,17620,yes
2842,planar.ai,planar,6,17654,yes
2843,quorum.ai,quorum,6,17669,yes
2844,muller.ai,muller,6,17685,yes
2845,mosque.ai,mosque,6,17687,yes
2846,fudge.ai,fudge,5,17688,yes
2847,sander.ai,sander,6,17705,yes
2848,climax.ai,climax,6,17713,yes
2849,weave.ai,weave,5,17716,yes
2850,pardon.ai,pardon,6,17724,yes
2851,teller.ai,teller,6,17732,yes
2852,biopsy.ai,biopsy,6,17736,yes
2853,quarry.ai,quarry,6,17743,yes
2854,insult.ai,insult,6,17766,yes
2855,buggy.ai,buggy,5,17771,yes
2856,recon.ai,recon,5,17774,yes
2857,kennel.ai,kennel,6,17775,yes
2858,slack.ai,slack,5,17781,yes
2859,pastel.ai,pastel,6,17784,yes
2860,royale.ai,royale,6,17799,yes
2861,gorge.ai,gorge,5,17801,yes
2862,carrot.ai,carrot,6,17803,yes
2863,opaque.ai,opaque,6,17805,yes
2864,hurley.ai,hurley,6,17816,yes
2865,pager.ai,pager,5,17839,yes
2866,banjo.ai,banjo,5,17848,yes
2867,shaker.ai,shaker,6,17849,yes
2868,stout.ai,stout,5,17856,yes
2869,hanna.ai,hanna,5,17872,yes
2870,fading.ai,fading,6,17876,yes
2871,endure.ai,endure,6,17899,yes
2872,cursed.ai,cursed,6,17926,yes
2873,tumble.ai,tumble,6,17934,yes
2874,stare.ai,stare,5,17937,yes
2875,missy.ai,missy,5,17939,yes
2876,flair.ai,flair,5,17945,yes
2877,helium.ai,helium,6,17946,yes
2878,finely.ai,finely,6,17960,yes
2879,smoker.ai,smoker,6,17978,yes
2880,benign.ai,benign,6,17979,yes
2881,aisle.ai,aisle,5,17982,yes
2882,sludge.ai,sludge,6,17990,yes
2883,tanned.ai,tanned,6,17993,yes
2884,bunker.ai,bunker,6,17995,yes
2885,mormon.ai,mormon,6,18010,yes
2886,seize.ai,seize,5,18031,yes
2887,spawn.ai,spawn,5,18033,yes
2888,stony.ai,stony,5,18042,yes
2889,annals.ai,annals,6,18049,yes
2890,punta.ai,punta,5,18058,yes
2891,crypt.ai,crypt,5,18063,yes
2892,bogus.ai,bogus,5,18068,yes
2893,barred.ai,barred,6,18073,yes
2894,urging.ai,urging,6,18084,yes
2895,faded.ai,faded,5,18087,yes
2896,tying.ai,tying,5,18093,yes
2897,diode.ai,diode,5,18095,yes
2898,melted.ai,melted,6,18102,yes
2899,motto.ai,motto,5,18119,yes
2900,staple.ai,staple,6,18124,yes
2901,grille.ai,grille,6,18148,yes
2902,deter.ai,deter,5,18159,yes
2903,furry.ai,furry,5,18161,yes
2904,rinse.ai,rinse,5,18173,yes
2905,ulster.ai,ulster,6,18180,yes
2906,venom.ai,venom,5,18185,yes
2907,tailed.ai,tailed,6,18191,yes
2908,mummy.ai,mummy,5,18208,yes
2909,winged.ai,winged,6,18212,yes
2910,ruined.ai,ruined,6,18218,yes
2911,sanity.ai,sanity,6,18221,yes
2912,ether.ai,ether,5,18222,yes
2913,rumble.ai,rumble,6,18227,yes
2914,heroic.ai,heroic,6,18232,yes
2915,bonsai.ai,bonsai,6,18249,yes
2916,faucet.ai,faucet,6,18283,yes
2917,midget.ai,midget,6,18292,yes
2918,boiled.ai,boiled,6,18296,yes
2919,wacky.ai,wacky,5,18309,yes
2920,anemia.ai,anemia,6,18315,yes
2921,biting.ai,biting,6,18316,yes
2922,muddy.ai,muddy,5,18321,yes
2923,latent.ai,latent,6,18352,yes
2924,shalt.ai,shalt,5,18358,yes
2925,hector.ai,hector,6,18365,yes
2926,wicker.ai,wicker,6,18379,yes
2927,nephew.ai,nephew,6,18386,yes
2928,visor.ai,visor,5,18394,yes
2929,myriad.ai,myriad,6,18403,yes
2930,sandal.ai,sandal,6,18405,yes
2931,naive.ai,naive,5,18407,yes
2932,hanger.ai,hanger,6,18415,yes
2933,blazer.ai,blazer,6,18436,yes
2934,linden.ai,linden,6,18438,yes
2935,folio.ai,folio,5,18448,yes
2936,fiery.ai,fiery,5,18470,yes
2937,convex.ai,convex,6,18471,yes
2938,soleil.ai,soleil,6,18479,yes
2939,surfer.ai,surfer,6,18482,yes
2940,paired.ai,paired,6,18497,yes
2941,caucus.ai,caucus,6,18509,yes
2942,salute.ai,salute,6,18518,yes
2943,shoppe.ai,shoppe,6,18519,yes
2944,parody.ai,parody,6,18520,yes
2945,acorn.ai,acorn,5,18533,yes
2946,cation.ai,cation,6,18542,yes
2947,thrive.ai,thrive,6,18549,yes
2948,basal.ai,basal,5,18555,yes
2949,smoky.ai,smoky,5,18575,yes
2950,flirt.ai,flirt,5,18579,yes
2951,slang.ai,slang,5,18580,yes
2952,finch.ai,finch,5,18593,yes
2953,largo.ai,largo,5,18600,yes
2954,plural.ai,plural,6,18603,yes
2955,tally.ai,tally,5,18615,yes
2956,creep.ai,creep,5,18621,yes
2957,shaded.ai,shaded,6,18625,yes
2958,agile.ai,agile,5,18644,yes
2959,kiosk.ai,kiosk,5,18649,yes
2960,ionic.ai,ionic,5,18650,yes
2961,stray.ai,stray,5,18651,yes
2962,hoodie.ai,hoodie,6,18655,yes
2963,poppy.ai,poppy,5,18661,yes
2964,frenzy.ai,frenzy,6,18665,yes
2965,jargon.ai,jargon,6,18667,yes
2966,bazaar.ai,bazaar,6,18682,yes
2967,greedy.ai,greedy,6,18694,yes
2968,basque.ai,basque,6,18708,yes
2969,dorado.ai,dorado,6,18718,yes
2970,daring.ai,daring,6,18719,yes
2971,forte.ai,forte,5,18726,yes
2972,fiddle.ai,fiddle,6,18731,yes
2973,crunch.ai,crunch,6,18732,yes
2974,waive.ai,waive,5,18763,yes
2975,logger.ai,logger,6,18779,yes
2976,greet.ai,greet,5,18781,yes
2977,lymph.ai,lymph,5,18790,yes
2978,latch.ai,latch,5,18818,yes
2979,drank.ai,drank,5,18821,yes
2980,grower.ai,grower,6,18825,yes
2981,raging.ai,raging,6,18847,yes
2982,torso.ai,torso,5,18858,yes
2983,occult.ai,occult,6,18859,yes
2984,hooker.ai,hooker,6,18862,yes
2985,lucent.ai,lucent,6,18896,yes
2986,marlin.ai,marlin,6,18913,yes
2987,theses.ai,theses,6,18915,yes
2988,hinge.ai,hinge,5,18935,yes
2989,ultima.ai,ultima,6,18937,yes
2990,stunt.ai,stunt,5,18956,yes
2991,staged.ai,staged,6,18960,yes
2992,hustle.ai,hustle,6,18963,yes
2993,witty.ai,witty,5,18968,yes
2994,hertz.ai,hertz,5,18974,yes
2995,capped.ai,capped,6,18976,yes
2996,liking.ai,liking,6,18981,yes
2997,blower.ai,blower,6,18990,yes
2998,flown.ai,flown,5,18993,yes
2999,silky.ai,silky,5,18996,yes
3000,groovy.ai,groovy,6,18998,yes
3001,repay.ai,repay,5,19016,yes
3002,await.ai,await,5,19022,yes
3003,sparse.ai,sparse,6,19025,yes
3004,fetus.ai,fetus,5,19033,yes
3005,cider.ai,cider,5,19037,yes
3006,remake.ai,remake,6,19055,yes
3007,lilac.ai,lilac,5,19070,yes
3008,sinus.ai,sinus,5,19071,yes
3009,harman.ai,harman,6,19076,yes
3010,pivot.ai,pivot,5,19091,yes
3011,huron.ai,huron,5,19094,yes
3012,glide.ai,glide,5,19114,yes
3013,slogan.ai,slogan,6,19143,yes
3014,waltz.ai,waltz,5,19163,yes
3015,menace.ai,menace,6,19164,yes
3016,blush.ai,blush,5,19173,yes
3017,geisha.ai,geisha,6,19189,yes
3018,unseen.ai,unseen,6,19195,yes
3019,silica.ai,silica,6,19199,yes
3020,modal.ai,modal,5,19202,yes
3021,medley.ai,medley,6,19211,yes
3022,cadet.ai,cadet,5,19212,yes
3023,temper.ai,temper,6,19215,yes
3024,yorker.ai,yorker,6,19216,yes
3025,morale.ai,morale,6,19278,yes
3026,solder.ai,solder,6,19280,yes
3027,trench.ai,trench,6,19281,yes
3028,lodged.ai,lodged,6,19291,yes
3029,revolt.ai,revolt,6,19292,yes
3030,regain.ai,regain,6,19303,yes
3031,resize.ai,resize,6,19304,yes
3032,tweak.ai,tweak,5,19308,yes
3033,trait.ai,trait,5,19310,yes
3034,busted.ai,busted,6,19312,yes
3035,eater.ai,eater,5,19321,yes
3036,utopia.ai,utopia,6,19324,yes
3037,slider.ai,slider,6,19325,yes
3038,cyrus.ai,cyrus,5,19338,yes
3039,manure.ai,manure,6,19345,yes
3040,savior.ai,savior,6,19346,yes
3041,creepy.ai,creepy,6,19357,yes
3042,filthy.ai,filthy,6,19359,yes
3043,piazza.ai,piazza,6,19376,yes
3044,piles.ai,piles,5,19385,yes
3045,blanco.ai,blanco,6,19388,yes
3046,stroll.ai,stroll,6,19390,yes
3047,infect.ai,infect,6,19395,yes
3048,bezel.ai,bezel,5,19396,yes
3049,dotted.ai,dotted,6,19400,yes
3050,havoc.ai,havoc,5,19402,yes
3051,ballad.ai,ballad,6,19415,yes
3052,sling.ai,sling,5,19417,yes
3053,ravens.ai,ravens,6,19430,yes
3054,nuclei.ai,nuclei,6,19441,yes
3055,tummy.ai,tummy,5,19443,yes
3056,axial.ai,axial,5,19444,yes
3057,outing.ai,outing,6,19450,yes
3058,julio.ai,julio,5,19473,yes
3059,affirm.ai,affirm,6,19474,yes
3060,epoch.ai,epoch,5,19477,yes
3061,plaid.ai,plaid,5,19483,yes
3062,fable.ai,fable,5,19485,yes
3063,whisky.ai,whisky,6,19494,yes
3064,uptown.ai,uptown,6,19496,yes
3065,batter.ai,batter,6,19499,yes
3066,rectal.ai,rectal,6,19502,yes
3067,pallet.ai,pallet,6,19516,yes
3068,tanner.ai,tanner,6,19521,yes
3069,obese.ai,obese,5,19528,yes
3070,sober.ai,sober,5,19532,yes
3071,tread.ai,tread,5,19534,yes
3072,wigan.ai,wigan,5,19545,yes
3073,paddy.ai,paddy,5,19550,yes
3074,plunge.ai,plunge,6,19555,yes
3075,chaser.ai,chaser,6,19564,yes
3076,norma.ai,norma,5,19570,yes
3077,crosse.ai,crosse,6,19573,yes
3078,coffin.ai,coffin,6,19591,yes
3079,otter.ai,otter,5,19592,yes
3080,recess.ai,recess,6,19598,yes
3081,sassy.ai,sassy,5,19616,yes
3082,coward.ai,coward,6,19626,yes
3083,preset.ai,preset,6,19631,yes
3084,riches.ai,riches,6,19660,yes
3085,resign.ai,resign,6,19661,yes
3086,poised.ai,poised,6,19671,yes
3087,dread.ai,dread,5,19676,yes
3088,tactic.ai,tactic,6,19680,yes
3089,wisely.ai,wisely,6,19697,yes
3090,larvae.ai,larvae,6,19732,yes
3091,fungal.ai,fungal,6,19756,yes
3092,riddle.ai,riddle,6,19762,yes
3093,nozzle.ai,nozzle,6,19777,yes
3094,needy.ai,needy,5,19779,yes
3095,weary.ai,weary,5,19799,yes
3096,tweed.ai,tweed,5,19804,yes
3097,snowy.ai,snowy,5,19805,yes
3098,minnie.ai,minnie,6,19824,yes
3099,genie.ai,genie,5,19826,yes
3100,slater.ai,slater,6,19841,yes
3101,orphan.ai,orphan,6,19846,yes
3102,linker.ai,linker,6,19853,yes
3103,carver.ai,carver,6,19856,yes
3104,inward.ai,inward,6,19881,yes
3105,starch.ai,starch,6,19898,yes
3106,apron.ai,apron,5,19901,yes
3107,fluffy.ai,fluffy,6,19916,yes
3108,bender.ai,bender,6,19920,yes
3109,glazed.ai,glazed,6,19937,yes
3110,dashed.ai,dashed,6,19939,yes
3111,yummy.ai,yummy,5,19953,yes
3112,wilder.ai,wilder,6,19964,yes
3113,husky.ai,husky,5,19973,yes
3114,bland.ai,bland,5,19975,yes
3115,ching.ai,ching,5,19984,yes
